days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type,final_exam_score
8,134,0,7.6,2,26.8,8.2,7.5,0.06,0.51,6.9,3.0,none,project_heavy,morning,panic_mode,8.3
6,272,6,7.4,7,1.9,6.9,13.7,0.68,0.45,6.9,3.0,basic,memorization_heavy,Evening,panic_mode,10.6
1,216,9,4.2,4,8.4,14.1,16.4,0.95,0.69,5.8,4.0,basic,memorization_heavy,morning,No_issue,16.1
2,279,7,8.5,7,32.0,10.4,9.2,0.72,0.95,4.5,3.0,none,project_heavy,morning,panic_mode,14.0
2,237,3,8.3,6,32.2,5.4,7.3,0.37,0.81,5.5,4.0,basic,project_heavy,afternoon,panic_mode,8.7
1,260,4,8.7,0,9.9,14.3,16.9,0.41,0.75,6.1,2.0,basic,project_heavy,Evening,No_issue,16.2
10,174,3,5.4,3,0.4,10.4,13.4,0.38,0.79,6.7,3.0,strong,memorization_heavy,Evening,No_issue,11.4
4,204,8,5.0,20,3.9,15.7,17.0,0.85,0.94,4.8,3.0,basic,memorization_heavy,Evening,panic_mode,15.6
2,126,9,5.3,2,1.3,12.0,11.6,0.92,0.8,7.2,5.0,none,memorization_heavy,morning,Denial_mode,1.6
3,91,5,6.1,3,11.3,13.8,14.4,0.57,0.16,7.7,3.0,strong,theory_heavy,morning,No_issue,13.4
0,58,9,6.5,6,1.4,7.3,6.5,0.93,0.66,8.6,5.0,none,memorization_heavy,Evening,Denial_mode,0.0
6,134,8,6.5,0,37.6,14.0,10.9,0.8,0.8,5.3,3.0,none,project_heavy,Evening,No_issue,13.3
6,272,7,4.5,7,5.4,15.1,12.4,0.77,0.8,5.8,4.0,basic,project_heavy,Evening,panic_mode,6.7
7,142,0,4.1,2,14.7,8.1,9.0,0.07,0.62,3.1,2.0,basic,memorization_heavy,morning,Denial_mode,7.3
10,148,8,4.8,4,4.3,13.6,17.2,0.8,0.14,7.3,3.0,basic,project_heavy,morning,No_issue,15.4
8,134,1,6.8,7,14.3,14.8,12.7,0.11,0.61,5.9,3.0,basic,theory_heavy,morning,panic_mode,17.6
7,157,2,4.2,2,20.4,9.9,11.4,0.3,0.32,5.3,3.0,none,project_heavy,afternoon,No_issue,13.2
9,291,5,6.2,3,1.7,4.4,7.4,0.52,0.44,5.7,4.0,none,memorization_heavy,afternoon,panic_mode,4.8
7,86,4,4.5,0,2.2,18.3,15.3,0.41,0.82,7.4,,basic,project_heavy,afternoon,No_issue,14.0
3,282,1,4.1,7,39.9,12.3,13.8,0.14,0.46,5.5,2.0,basic,theory_heavy,afternoon,Denial_mode,8.2
5,53,0,6.8,1,1.3,10.7,9.9,0.02,0.6,8.2,4.0,none,project_heavy,afternoon,panic_mode,5.8
8,121,7,8.3,1,0.8,12.3,7.3,0.8,0.99,3.9,3.0,none,theory_heavy,morning,panic_mode,5.8
1,300,0,5.1,4,2.8,7.5,11.0,0.06,0.06,7.7,5.0,none,theory_heavy,afternoon,Denial_mode,4.0
4,284,6,8.4,4,30.2,14.8,13.5,0.65,0.81,5.3,1.0,basic,theory_heavy,morning,No_issue,15.7
8,209,3,9.0,3,28.2,8.6,9.6,0.38,0.25,7.8,1.0,basic,memorization_heavy,morning,No_issue,12.0
8,166,5,8.0,4,29.4,3.0,9.0,0.51,0.17,3.0,2.0,none,project_heavy,Evening,No_issue,13.0
5,197,9,8.0,4,26.2,10.2,10.0,0.93,0.6,6.3,2.0,none,memorization_heavy,afternoon,No_issue,13.8
2,207,7,4.3,2,9.1,17.2,16.9,0.71,0.58,4.7,5.0,strong,theory_heavy,afternoon,panic_mode,12.7
8,74,8,5.5,7,11.9,6.8,9.1,0.82,0.33,4.5,,basic,project_heavy,Evening,panic_mode,15.8
0,62,0,7.3,2,1.5,5.1,8.1,0.09,0.29,7.0,4.0,none,project_heavy,afternoon,Denial_mode,1.0
2,188,8,5.7,0,0.5,7.0,8.9,0.81,0.41,9.0,5.0,basic,theory_heavy,Evening,Denial_mode,0.5
5,79,3,7.9,3,18.2,5.8,9.5,0.32,0.03,8.4,2.0,none,theory_heavy,afternoon,Denial_mode,4.7
5,215,3,9.0,7,6.6,3.9,7.1,0.32,0.38,8.6,4.0,none,theory_heavy,afternoon,panic_mode,4.9
2,185,9,8.1,0,28.1,1.2,8.3,0.92,0.8,7.4,2.0,none,project_heavy,Evening,No_issue,9.8
6,153,1,7.9,5,39.6,7.8,14.0,0.16,0.28,8.6,2.0,none,project_heavy,afternoon,Denial_mode,8.5
6,117,2,5.8,0,21.8,10.7,13.7,0.29,0.72,7.1,3.0,none,project_heavy,morning,No_issue,14.3
8,190,3,5.6,6,24.3,14.7,10.6,0.34,0.73,3.2,,basic,memorization_heavy,afternoon,panic_mode,13.4
10,70,5,4.4,5,35.1,11.6,14.3,0.59,0.61,5.0,3.0,none,memorization_heavy,Evening,panic_mode,16.6
1,295,5,5.2,5,5.7,6.0,11.9,0.51,0.35,8.1,5.0,none,memorization_heavy,afternoon,No_issue,11.3
10,155,3,4.2,6,29.1,8.2,12.7,0.4,0.14,3.3,,,project_heavy,Evening,panic_mode,12.1
3,81,9,8.8,6,4.6,5.7,11.1,0.92,0.42,7.1,3.0,basic,memorization_heavy,afternoon,panic_mode,2.0
4,281,6,5.3,3,9.9,10.0,8.9,0.62,0.74,8.2,4.0,none,project_heavy,afternoon,panic_mode,8.1
7,89,4,8.5,5,25.3,12.2,12.9,0.4,0.11,5.4,1.0,none,project_heavy,Evening,No_issue,15.1
1,78,1,5.5,4,5.0,9.2,12.1,0.15,0.02,7.7,4.0,basic,theory_heavy,morning,No_issue,11.2
2,188,8,8.4,0,19.6,12.0,12.1,0.85,0.78,6.8,2.0,basic,project_heavy,morning,No_issue,15.7
5,195,0,5.8,6,4.3,12.2,12.5,0.04,0.11,4.0,5.0,basic,theory_heavy,Evening,panic_mode,10.0
4,231,2,8.5,7,24.0,10.1,10.7,0.24,0.31,7.1,1.0,none,theory_heavy,morning,Denial_mode,8.5
7,105,4,7.1,7,8.3,6.1,10.5,0.49,0.28,3.1,3.0,none,memorization_heavy,afternoon,panic_mode,8.2
10,74,5,5.4,2,11.3,19.2,13.9,0.5,0.71,9.0,3.0,strong,theory_heavy,afternoon,No_issue,15.4
0,60,3,7.4,0,8.1,13.6,12.5,0.31,0.92,5.3,3.0,basic,project_heavy,Evening,No_issue,14.8
2,133,3,4.4,2,15.6,1.6,4.6,0.32,0.14,7.8,3.0,none,theory_heavy,morning,panic_mode,13.4
9,57,8,8.7,6,30.8,13.5,15.9,0.81,0.38,5.6,3.0,strong,theory_heavy,morning,panic_mode,10.5
3,283,2,6.6,5,36.4,6.8,11.6,0.29,0.32,5.4,3.0,strong,theory_heavy,morning,No_issue,13.2
2,125,2,4.3,3,0.8,12.1,13.4,0.23,0.07,5.9,4.0,basic,theory_heavy,morning,Denial_mode,3.8
7,284,6,4.7,0,30.0,12.8,11.0,0.68,0.51,7.5,2.0,none,project_heavy,Evening,No_issue,14.0
10,145,9,7.2,6,23.5,4.0,9.3,0.98,0.31,5.4,3.0,basic,memorization_heavy,Evening,panic_mode,9.1
5,173,9,5.3,1,10.5,10.3,14.7,0.9,0.92,5.3,3.0,none,project_heavy,Evening,No_issue,14.5
1,168,2,5.6,6,10.8,11.9,12.1,0.21,0.68,8.3,4.0,none,project_heavy,Evening,panic_mode,10.8
4,243,6,5.3,3,15.5,12.4,15.8,0.67,0.94,3.2,3.0,none,project_heavy,Evening,panic_mode,16.8
0,75,6,4.4,6,1.4,16.6,16.5,0.67,0.01,5.4,5.0,basic,project_heavy,morning,Denial_mode,9.3
3,209,8,7.3,7,20.2,7.3,8.9,0.84,0.14,5.2,,basic,project_heavy,afternoon,No_issue,11.2
1,256,5,4.5,1,9.5,11.6,12.3,0.57,0.07,8.1,5.0,none,memorization_heavy,Evening,No_issue,12.1
0,73,6,7.4,1,7.4,10.4,17.7,0.62,0.95,4.6,4.0,strong,memorization_heavy,afternoon,panic_mode,18.4
8,261,7,8.3,0,34.6,14.9,15.5,0.76,0.26,8.3,1.0,basic,project_heavy,morning,Denial_mode,12.0
4,64,4,8.2,1,15.0,12.5,16.2,0.41,0.13,3.8,2.0,strong,theory_heavy,afternoon,No_issue,15.9
6,130,7,4.0,2,39.8,13.2,16.9,0.77,0.3,5.3,1.0,basic,project_heavy,morning,No_issue,17.7
7,237,1,7.7,0,15.4,11.8,11.7,0.12,0.52,4.5,1.0,none,theory_heavy,Evening,Denial_mode,7.9
10,140,5,4.7,5,16.9,15.4,11.5,0.6,0.94,6.2,4.0,basic,project_heavy,Evening,No_issue,12.6
2,122,9,4.8,4,19.0,9.1,11.2,0.97,0.58,6.7,4.0,none,memorization_heavy,morning,No_issue,14.4
1,93,3,5.3,2,11.2,14.6,8.5,0.35,0.75,4.3,4.0,none,theory_heavy,afternoon,panic_mode,15.7
4,58,9,4.7,0,33.1,0.0,6.6,0.91,0.01,8.5,4.0,none,theory_heavy,morning,panic_mode,5.9
6,216,8,7.2,2,11.3,7.9,9.2,0.83,0.85,8.9,3.0,none,project_heavy,Evening,panic_mode,3.8
10,91,2,4.4,5,11.7,13.7,13.6,0.27,0.81,4.0,3.0,,memorization_heavy,Evening,panic_mode,12.5
8,159,5,4.3,4,16.2,11.4,15.0,0.53,0.15,5.7,2.0,none,project_heavy,Evening,No_issue,16.7
6,256,8,6.0,2,29.9,11.0,15.5,0.9,0.11,3.4,2.0,strong,memorization_heavy,Evening,No_issue,15.5
2,291,2,8.7,2,32.8,5.1,6.6,0.22,0.04,8.9,3.0,basic,theory_heavy,afternoon,panic_mode,5.8
7,207,6,6.0,3,1.9,15.1,14.9,0.66,0.56,8.8,3.0,strong,theory_heavy,Evening,No_issue,13.1
6,70,9,7.4,3,28.6,4.8,8.4,0.99,0.41,7.1,2.0,basic,theory_heavy,Evening,No_issue,13.0
8,127,4,8.4,1,23.3,15.1,14.9,0.44,0.28,8.1,2.0,basic,memorization_heavy,afternoon,Denial_mode,9.4
6,220,0,4.4,4,11.8,8.4,11.2,0.08,0.17,3.9,3.0,none,project_heavy,Evening,panic_mode,14.7
0,278,1,7.9,1,10.3,2.8,9.5,0.2,0.17,8.1,4.0,none,memorization_heavy,morning,panic_mode,9.8
1,272,3,6.2,2,0.3,12.7,14.0,0.32,0.16,4.6,5.0,basic,project_heavy,morning,Denial_mode,3.6
0,136,7,5.1,2,4.0,5.3,9.2,0.76,0.31,8.5,4.0,,memorization_heavy,Evening,Denial_mode,3.7
4,161,2,6.1,5,5.0,12.8,18.1,0.23,0.02,5.3,4.0,strong,project_heavy,afternoon,No_issue,13.8
9,115,0,6.0,6,0.7,18.3,18.7,0.03,0.75,7.3,4.0,strong,theory_heavy,morning,panic_mode,14.4
0,200,9,6.3,7,6.2,10.2,17.8,0.91,0.13,3.9,5.0,strong,theory_heavy,afternoon,panic_mode,10.9
1,76,4,5.5,4,3.1,11.3,15.7,0.45,0.34,5.7,4.0,strong,memorization_heavy,morning,Denial_mode,6.7
7,70,3,4.6,1,0.3,4.0,,0.31,0.19,5.6,4.0,none,project_heavy,afternoon,No_issue,7.2
6,271,8,4.2,3,9.9,14.4,13.9,0.89,0.41,6.8,3.0,none,memorization_heavy,Evening,No_issue,12.8
6,208,7,7.8,5,2.5,13.4,14.1,0.71,0.97,3.8,2.0,none,project_heavy,morning,No_issue,11.1
9,63,3,6.6,6,11.3,9.0,14.3,0.38,0.19,6.6,3.0,basic,theory_heavy,morning,panic_mode,8.3
1,201,6,7.8,2,6.0,11.3,10.8,0.61,0.7,4.8,4.0,basic,theory_heavy,afternoon,panic_mode,10.5
3,70,8,5.0,5,31.2,9.5,14.7,0.84,0.47,6.2,4.0,basic,theory_heavy,morning,No_issue,14.2
0,218,1,4.8,0,7.9,14.9,13.0,0.17,0.79,8.0,5.0,,memorization_heavy,Evening,No_issue,12.6
7,174,6,6.3,7,8.4,13.2,15.5,0.61,0.57,4.3,4.0,basic,theory_heavy,afternoon,panic_mode,14.1
3,298,2,5.1,4,30.3,5.9,7.1,0.29,0.58,5.7,3.0,none,theory_heavy,morning,panic_mode,16.8
10,115,9,6.0,0,27.5,15.8,14.4,0.95,0.36,6.0,2.0,,theory_heavy,Evening,No_issue,17.7
1,124,0,8.9,7,11.7,7.9,14.2,0.09,0.42,4.7,3.0,strong,theory_heavy,afternoon,panic_mode,9.8
6,88,3,4.5,6,14.6,18.6,17.8,0.32,0.52,6.8,2.0,strong,theory_heavy,afternoon,No_issue,18.3
1,128,9,5.5,6,5.7,12.0,8.9,0.93,0.52,6.1,5.0,none,project_heavy,afternoon,panic_mode,8.6
2,207,9,5.3,5,12.5,12.7,16.1,0.91,0.33,3.7,4.0,,project_heavy,morning,panic_mode,16.9
0,172,7,4.9,1,1.2,15.3,12.4,0.75,0.58,6.8,5.0,,theory_heavy,Evening,Denial_mode,6.7
6,68,9,4.6,4,35.7,8.7,11.1,0.96,0.4,6.4,3.0,basic,memorization_heavy,Evening,No_issue,14.6
2,280,5,7.8,6,34.9,8.6,11.0,0.53,0.6,3.0,,basic,memorization_heavy,Evening,panic_mode,12.3
6,69,3,4.6,2,23.5,18.3,12.8,0.32,0.77,3.3,3.0,basic,memorization_heavy,afternoon,panic_mode,16.9
3,96,3,5.0,0,19.3,13.8,14.4,0.31,0.99,5.0,2.0,none,memorization_heavy,Evening,No_issue,14.2
5,202,9,5.0,3,23.7,17.2,,1.0,0.6,6.2,3.0,,theory_heavy,afternoon,No_issue,18.5
0,52,4,7.2,1,6.4,12.4,10.8,0.45,0.79,6.6,3.0,none,memorization_heavy,afternoon,No_issue,11.8
10,98,8,6.2,6,28.5,0.0,10.2,0.87,0.05,6.3,3.0,,project_heavy,afternoon,panic_mode,11.1
0,228,8,6.1,3,3.3,12.6,12.8,0.83,0.73,8.1,4.0,basic,project_heavy,afternoon,Denial_mode,8.5
4,278,0,5.5,5,13.8,11.8,14.3,0.03,0.63,8.4,4.0,,memorization_heavy,Evening,No_issue,14.0
4,298,9,7.3,7,17.7,18.0,20.0,0.97,0.02,7.5,2.0,strong,project_heavy,afternoon,No_issue,19.9
4,96,9,4.6,5,32.2,14.3,,0.96,0.81,4.1,3.0,basic,theory_heavy,Evening,panic_mode,9.9
0,183,2,8.3,1,11.7,8.0,13.8,0.26,0.46,4.7,2.0,basic,theory_heavy,morning,Denial_mode,7.8
2,131,4,7.6,2,20.7,7.6,,0.47,0.69,7.0,3.0,basic,memorization_heavy,Evening,panic_mode,9.7
10,112,4,7.5,6,1.9,5.3,9.5,0.48,0.92,6.8,3.0,none,memorization_heavy,afternoon,panic_mode,8.1
9,106,3,6.6,2,21.6,13.1,11.5,0.31,0.55,7.2,2.0,basic,project_heavy,afternoon,No_issue,14.8
6,113,5,8.3,2,14.9,2.3,8.3,0.55,0.9,6.3,2.0,none,memorization_heavy,Evening,No_issue,10.9
0,86,4,6.6,2,1.9,9.8,10.1,0.42,0.69,8.9,5.0,none,project_heavy,Evening,Denial_mode,4.0
6,191,7,8.3,7,31.3,16.8,17.3,0.71,0.91,5.4,,strong,theory_heavy,Evening,panic_mode,20.0
10,273,6,8.9,5,8.6,12.4,12.8,0.68,0.13,7.5,3.0,basic,theory_heavy,Evening,No_issue,15.1
8,254,5,8.9,7,15.5,13.0,10.0,0.52,0.74,6.6,2.0,none,memorization_heavy,morning,No_issue,12.7
5,256,1,8.7,3,8.6,7.4,10.8,0.16,0.76,5.9,3.0,none,project_heavy,afternoon,No_issue,10.4
10,105,5,5.1,6,9.5,9.3,9.9,0.56,0.03,6.1,5.0,none,theory_heavy,Evening,panic_mode,4.8
0,145,0,4.7,5,9.8,4.9,10.8,0.08,0.1,8.1,5.0,,theory_heavy,Evening,No_issue,12.6
4,75,3,6.2,5,27.2,11.0,14.1,0.3,0.29,3.5,2.0,none,memorization_heavy,afternoon,No_issue,15.0
6,291,8,5.0,1,5.4,8.6,11.2,0.86,0.06,3.5,4.0,none,theory_heavy,afternoon,panic_mode,4.5
10,276,6,8.8,4,11.7,9.7,11.4,0.67,0.73,7.2,2.0,basic,theory_heavy,Evening,No_issue,14.3
1,271,0,6.3,7,7.4,4.3,9.7,0.07,0.22,7.6,5.0,none,project_heavy,afternoon,panic_mode,7.6
7,206,8,8.7,5,22.1,0.3,3.6,0.82,0.68,4.9,2.0,none,memorization_heavy,afternoon,No_issue,8.7
5,211,5,4.4,5,0.4,11.7,12.3,0.54,0.77,6.9,3.0,basic,theory_heavy,morning,No_issue,10.8
4,293,2,5.7,1,21.1,14.1,13.6,0.24,0.97,8.3,2.0,basic,theory_heavy,Evening,Denial_mode,7.9
2,188,7,8.0,3,32.0,12.9,13.2,0.75,0.52,5.9,2.0,basic,theory_heavy,morning,No_issue,16.1
8,276,0,5.8,3,15.6,12.9,16.3,0.08,0.46,4.3,2.0,strong,project_heavy,Evening,Denial_mode,11.6
0,131,8,5.3,0,6.0,14.4,14.0,0.87,0.94,5.6,5.0,basic,memorization_heavy,afternoon,No_issue,13.4
8,50,7,6.6,7,34.5,5.0,4.0,0.77,0.3,5.5,4.0,none,project_heavy,morning,panic_mode,4.4
9,258,6,8.1,5,36.9,12.9,11.3,0.64,0.87,5.5,2.0,basic,project_heavy,afternoon,No_issue,15.5
9,95,3,5.3,6,5.8,13.9,12.0,0.32,0.92,8.5,4.0,none,theory_heavy,morning,panic_mode,11.2
9,103,3,6.1,0,33.7,10.9,7.8,0.31,0.96,4.8,4.0,none,project_heavy,Evening,panic_mode,3.9
2,228,0,4.2,3,31.3,17.2,14.9,0.04,0.71,5.0,3.0,basic,project_heavy,morning,panic_mode,13.5
2,177,2,8.2,6,9.6,13.2,10.3,0.23,0.26,7.6,4.0,basic,project_heavy,Evening,panic_mode,7.5
5,164,5,6.9,0,26.3,12.9,14.0,0.6,0.39,3.4,,strong,memorization_heavy,Evening,No_issue,16.1
1,111,2,6.0,2,6.1,10.7,9.8,0.22,0.36,4.9,5.0,none,project_heavy,afternoon,panic_mode,6.2
6,95,4,7.3,2,18.5,15.1,18.2,0.4,0.28,5.8,1.0,,project_heavy,morning,No_issue,18.1
6,237,7,8.4,6,29.0,2.9,8.2,0.71,0.27,5.2,2.0,basic,memorization_heavy,Evening,No_issue,13.2
2,182,2,5.2,4,7.3,10.5,12.2,0.25,0.95,5.7,5.0,none,project_heavy,afternoon,No_issue,11.6
2,100,1,8.4,0,6.5,18.7,16.8,0.15,0.64,7.3,,,project_heavy,Evening,No_issue,19.3
9,51,7,4.6,0,31.9,4.5,10.9,0.76,0.09,7.2,3.0,basic,memorization_heavy,afternoon,No_issue,13.3
9,51,2,4.1,2,3.8,12.2,12.9,0.26,0.44,3.7,4.0,basic,project_heavy,morning,panic_mode,11.5
2,64,0,4.8,4,6.2,14.5,14.5,0.03,0.98,7.0,4.0,basic,theory_heavy,afternoon,No_issue,15.8
7,299,5,6.1,7,21.8,7.8,9.1,0.6,0.27,3.2,4.0,basic,theory_heavy,morning,panic_mode,10.4
9,282,5,8.4,4,30.6,4.3,5.8,0.55,0.82,3.3,2.0,none,theory_heavy,morning,No_issue,9.9
9,261,5,5.5,1,22.2,14.1,13.7,0.57,0.78,8.2,2.0,,project_heavy,Evening,Denial_mode,9.7
6,75,4,4.5,2,22.1,14.9,13.0,0.43,0.71,5.7,2.0,strong,memorization_heavy,afternoon,No_issue,16.2
8,174,9,4.3,4,12.8,15.7,17.5,0.99,0.4,6.0,3.0,strong,theory_heavy,Evening,No_issue,17.0
2,208,3,8.9,7,8.3,10.5,9.0,0.38,0.84,3.5,,none,project_heavy,morning,panic_mode,7.7
8,51,8,6.6,7,1.0,13.0,11.7,0.86,0.68,4.8,3.0,basic,memorization_heavy,morning,panic_mode,6.6
7,147,3,8.7,3,28.6,14.9,15.7,0.35,0.66,3.1,,strong,theory_heavy,afternoon,No_issue,16.6
9,140,1,6.8,7,17.4,8.9,9.6,0.16,0.7,7.6,3.0,basic,memorization_heavy,afternoon,panic_mode,9.8
6,278,6,8.1,1,38.4,11.2,14.2,0.64,0.86,4.7,1.0,basic,project_heavy,Evening,No_issue,17.0
1,266,1,8.6,1,3.0,12.4,,0.11,0.79,7.6,3.0,none,memorization_heavy,afternoon,Denial_mode,4.9
0,65,6,7.0,4,4.0,10.8,13.3,0.64,0.24,8.4,3.0,basic,memorization_heavy,morning,Denial_mode,5.7
5,133,0,7.2,0,16.6,13.2,9.7,0.07,0.81,6.6,1.0,basic,theory_heavy,afternoon,Denial_mode,7.1
8,244,7,6.4,6,24.0,15.0,13.1,0.79,0.69,4.5,2.0,none,project_heavy,morning,No_issue,15.9
7,150,4,7.0,5,4.2,10.9,,0.44,0.89,4.7,4.0,none,memorization_heavy,Evening,panic_mode,0.8
7,180,5,5.4,1,11.7,10.7,12.1,0.57,0.82,8.2,2.0,basic,memorization_heavy,afternoon,Denial_mode,7.6
1,143,0,7.7,7,3.1,16.3,13.0,0.06,0.86,4.0,4.0,basic,memorization_heavy,Evening,Denial_mode,5.5
2,247,0,7.0,2,21.9,12.9,9.5,0.07,1.0,3.9,5.0,none,theory_heavy,afternoon,panic_mode,9.7
8,174,9,4.1,6,11.8,18.1,19.6,0.9,0.25,4.9,3.0,basic,project_heavy,morning,panic_mode,19.0
9,73,5,7.2,4,39.8,9.5,13.7,0.56,0.25,8.0,2.0,none,memorization_heavy,afternoon,No_issue,15.0
10,135,2,8.5,0,15.1,3.7,11.8,0.26,0.23,7.9,2.0,none,project_heavy,morning,Denial_mode,4.5
10,276,7,5.5,7,38.8,11.3,12.1,0.77,0.59,3.8,2.0,strong,memorization_heavy,afternoon,No_issue,15.4
3,134,1,4.1,3,14.1,15.2,16.9,0.2,0.83,3.2,2.0,basic,memorization_heavy,morning,Denial_mode,10.6
8,215,0,6.0,5,31.9,13.6,14.1,0.1,0.98,6.3,2.0,basic,project_heavy,Evening,Denial_mode,11.9
9,61,3,7.6,2,2.7,8.5,7.0,0.34,0.94,7.8,2.0,basic,project_heavy,afternoon,No_issue,8.0
3,196,9,4.8,6,33.6,19.0,15.2,0.93,0.98,6.9,3.0,basic,project_heavy,morning,panic_mode,17.6
10,270,8,5.0,4,2.2,8.5,9.3,0.8,0.56,6.5,4.0,none,theory_heavy,afternoon,panic_mode,1.5
0,288,4,5.0,1,9.9,18.8,18.4,0.47,0.79,8.4,5.0,strong,project_heavy,morning,No_issue,15.4
9,236,2,6.3,7,22.5,8.7,25.0,0.3,0.31,6.5,4.0,basic,theory_heavy,afternoon,panic_mode,12.2
9,257,4,8.8,7,14.0,10.7,12.0,0.4,0.12,6.6,1.0,none,memorization_heavy,morning,No_issue,14.8
6,124,4,7.4,1,0.1,18.4,14.1,0.49,0.92,7.6,2.0,basic,project_heavy,Evening,No_issue,12.1
0,199,8,4.1,1,5.2,11.4,14.0,0.85,0.37,6.1,4.0,strong,project_heavy,Evening,No_issue,13.7
5,237,2,5.4,5,2.8,15.5,18.4,0.29,0.29,6.0,4.0,basic,theory_heavy,Evening,No_issue,16.2
2,259,2,8.6,4,30.3,7.1,11.8,0.22,0.08,4.2,3.0,basic,theory_heavy,Evening,panic_mode,10.5
4,117,4,8.5,1,16.0,10.5,13.0,0.43,0.01,7.7,1.0,basic,project_heavy,morning,No_issue,15.0
6,218,9,7.2,4,34.4,5.7,6.1,0.99,0.52,4.8,,none,project_heavy,afternoon,No_issue,11.1
5,90,4,5.3,2,36.8,12.3,10.6,0.49,0.82,4.6,3.0,basic,memorization_heavy,Evening,panic_mode,11.7
10,97,2,8.4,7,2.2,11.5,12.8,0.22,0.48,7.9,4.0,basic,project_heavy,Evening,panic_mode,6.2
3,285,0,5.3,1,20.6,15.8,17.8,0.03,0.18,7.0,3.0,strong,project_heavy,morning,No_issue,18.9
8,170,2,6.5,6,31.0,15.1,14.0,0.24,0.52,5.1,2.0,basic,project_heavy,Evening,Denial_mode,12.8
1,295,7,5.7,5,1.1,8.3,13.1,0.77,0.49,6.8,5.0,basic,project_heavy,afternoon,Denial_mode,5.3
10,125,3,8.8,6,14.4,15.7,15.3,0.37,0.97,3.6,2.0,strong,memorization_heavy,Evening,No_issue,16.8
1,104,6,8.9,5,4.5,16.0,14.2,0.64,0.88,9.0,5.0,none,project_heavy,afternoon,Denial_mode,6.8
9,165,3,6.6,7,21.1,6.2,9.0,0.36,0.74,6.1,4.0,none,memorization_heavy,Evening,panic_mode,15.0
0,283,2,7.4,3,8.1,16.5,20.0,0.2,0.43,4.3,4.0,strong,memorization_heavy,Evening,panic_mode,15.2
10,220,5,8.7,3,25.8,12.5,14.6,0.59,0.57,5.7,,basic,project_heavy,Evening,No_issue,16.8
2,254,0,6.1,7,28.9,8.6,8.1,0.09,0.91,4.3,5.0,none,theory_heavy,morning,panic_mode,13.0
3,220,6,7.3,0,33.0,11.2,13.2,0.68,0.57,6.5,2.0,basic,project_heavy,afternoon,No_issue,14.4
7,298,1,6.5,0,27.2,14.3,,0.18,0.92,3.7,3.0,strong,memorization_heavy,afternoon,panic_mode,14.5
10,277,8,7.3,2,2.9,12.2,13.6,0.81,0.63,6.8,2.0,strong,memorization_heavy,Evening,No_issue,14.0
5,90,0,8.2,7,4.2,17.8,20.0,0.03,0.94,3.1,3.0,strong,memorization_heavy,morning,panic_mode,15.5
9,268,8,6.1,5,3.6,10.4,8.4,0.81,0.86,4.5,5.0,basic,theory_heavy,afternoon,panic_mode,9.3
10,176,1,8.1,7,4.5,12.4,14.1,0.16,0.49,3.1,4.0,,theory_heavy,morning,panic_mode,5.2
7,183,9,4.9,4,25.0,15.9,12.7,0.92,0.75,7.2,2.0,none,project_heavy,morning,No_issue,14.4
2,171,5,4.7,6,14.9,7.8,8.7,0.59,0.78,8.1,5.0,none,project_heavy,Evening,panic_mode,7.4
0,50,1,7.6,6,10.2,8.1,10.1,0.11,0.2,4.4,3.0,basic,theory_heavy,afternoon,panic_mode,10.7
6,252,6,5.4,1,36.5,5.9,13.1,0.65,0.2,6.8,3.0,basic,memorization_heavy,afternoon,No_issue,15.8
3,126,0,6.7,3,6.3,17.4,13.1,0.09,0.83,7.9,3.0,basic,theory_heavy,morning,No_issue,13.6
8,84,0,4.6,2,7.8,9.4,8.1,0.06,0.71,8.0,4.0,none,memorization_heavy,Evening,panic_mode,15.1
0,259,1,6.1,0,5.7,9.7,11.3,0.17,0.86,4.6,5.0,none,memorization_heavy,morning,panic_mode,9.3
3,289,8,6.1,5,26.9,9.5,13.7,0.8,0.31,8.6,3.0,,theory_heavy,afternoon,No_issue,16.4
4,259,7,8.0,6,149.0,11.4,15.5,0.72,0.71,4.8,3.0,,memorization_heavy,Evening,panic_mode,8.0
0,133,1,4.7,2,11.2,4.6,6.1,0.19,0.54,3.9,,none,theory_heavy,Evening,panic_mode,8.5
3,195,9,5.4,7,6.8,2.2,9.6,0.93,0.25,6.0,3.0,none,memorization_heavy,Evening,panic_mode,9.6
10,258,7,7.1,0,0.3,7.3,10.6,0.72,0.94,8.9,3.0,none,project_heavy,morning,No_issue,6.2
6,182,9,5.6,5,37.7,16.9,17.5,0.99,0.55,6.7,3.0,strong,theory_heavy,morning,No_issue,18.5
6,286,8,6.8,4,32.8,11.6,10.4,0.83,0.75,4.4,3.0,none,theory_heavy,morning,panic_mode,19.3
4,299,3,7.9,6,4.5,8.3,9.4,0.39,0.09,6.8,4.0,basic,memorization_heavy,afternoon,panic_mode,3.5
6,283,2,8.6,7,13.6,8.2,10.5,0.28,0.17,3.9,3.0,none,memorization_heavy,morning,panic_mode,12.8
6,104,7,6.4,1,31.1,2.6,7.5,0.78,0.34,4.1,3.0,none,project_heavy,morning,panic_mode,4.0
