days_before_started_study,num_slides,num_assignments_done,avg_sleep_last_week,coffee_cups_per_day,hours_studied_last_week,avg_quiz_score,midterm_score,assignments_done_ratio,class_attendance_ratio,sleep_hours_before_exam,stress_level,ai_background,mentality_type,exam_time,crisis_type
3,134,5,6.6,0,20.4,0.6,2.6,0.51,0.78,3.4,3.0,none,project_heavy,Evening,panic_mode
10,241,7,5.0,1,23.2,9.8,9.4,0.78,0.75,5.6,3.0,none,project_heavy,morning,panic_mode
2,113,1,6.2,7,9.1,10.3,11.0,0.15,0.96,8.5,5.0,basic,theory_heavy,morning,panic_mode
7,295,2,7.4,1,20.4,5.4,9.4,0.23,0.9,3.5,3.0,none,memorization_heavy,morning,panic_mode
1,92,4,6.3,7,1.5,8.3,13.3,0.47,0.11,7.1,5.0,,project_heavy,afternoon,Denial_mode
2,183,6,4.6,2,10.3,7.8,10.0,0.7,0.21,7.5,3.0,none,theory_heavy,Evening,No_issue
2,196,6,4.7,0,31.2,15.7,18.5,0.69,0.76,4.5,3.0,strong,project_heavy,morning,panic_mode
10,190,1,8.2,4,0.3,9.7,10.4,0.17,0.04,8.6,2.0,none,theory_heavy,Evening,Denial_mode
2,150,4,8.8,5,13.0,11.7,13.1,0.46,0.55,6.3,2.0,none,theory_heavy,morning,No_issue
7,230,9,5.3,4,6.3,9.6,11.8,0.96,0.78,7.0,4.0,none,project_heavy,Evening,No_issue
8,215,1,6.5,0,16.6,12.0,11.4,0.19,0.6,8.8,3.0,none,project_heavy,Evening,No_issue
3,185,1,7.3,4,0.9,13.1,13.7,0.15,0.01,5.0,2.0,basic,memorization_heavy,afternoon,Denial_mode
5,134,2,5.1,5,23.4,10.9,13.7,0.27,0.37,6.8,3.0,none,memorization_heavy,Evening,No_issue
1,186,3,4.9,0,0.5,7.6,8.1,0.34,0.43,6.3,5.0,none,memorization_heavy,afternoon,Denial_mode
5,137,7,8.5,4,24.3,13.0,16.6,0.73,0.33,3.8,2.0,basic,memorization_heavy,Evening,No_issue
4,148,8,7.9,4,37.4,10.3,13.9,0.85,0.26,4.1,1.0,,memorization_heavy,morning,No_issue
1,167,8,6.3,0,7.5,17.3,14.9,0.86,0.43,4.5,4.0,strong,memorization_heavy,Evening,panic_mode
10,92,3,5.3,2,23.4,9.4,9.6,0.31,0.57,3.9,4.0,none,memorization_heavy,afternoon,panic_mode
5,71,8,6.8,5,21.4,10.4,10.8,0.84,0.65,7.0,4.0,none,project_heavy,afternoon,No_issue
2,258,3,7.5,3,2.3,10.6,10.4,0.35,0.65,8.6,4.0,basic,project_heavy,afternoon,Denial_mode
0,250,8,8.2,0,8.4,11.9,11.8,0.81,0.83,3.9,3.0,basic,theory_heavy,Evening,panic_mode
1,229,9,6.1,4,2.7,7.6,9.5,0.95,0.46,7.2,5.0,none,theory_heavy,Evening,Denial_mode
8,173,8,8.3,1,30.9,14.4,16.0,0.81,0.5,6.0,1.0,strong,theory_heavy,morning,No_issue
4,191,1,4.6,1,36.1,3.6,8.6,0.11,0.38,7.6,3.0,none,project_heavy,morning,panic_mode
10,279,6,8.8,7,17.4,11.6,12.9,0.64,0.94,4.5,1.0,basic,project_heavy,Evening,No_issue
5,71,3,8.6,1,11.2,6.2,11.2,0.35,0.47,4.9,1.0,basic,memorization_heavy,morning,No_issue
10,111,7,6.4,6,16.4,14.7,16.3,0.79,0.97,5.8,4.0,strong,project_heavy,afternoon,panic_mode
10,148,2,8.5,5,6.7,7.3,11.5,0.22,0.92,4.7,4.0,none,memorization_heavy,Evening,panic_mode
9,106,9,7.0,2,11.4,5.2,6.5,0.96,0.95,6.2,2.0,none,theory_heavy,morning,No_issue
9,198,1,8.4,7,31.7,16.5,16.4,0.15,0.49,3.7,2.0,strong,memorization_heavy,afternoon,Denial_mode
7,201,5,7.6,7,21.7,2.8,9.2,0.56,0.39,5.5,2.0,none,project_heavy,afternoon,No_issue
10,244,1,7.7,7,14.6,8.5,11.2,0.18,0.15,5.7,2.0,strong,memorization_heavy,Evening,Denial_mode
0,269,8,8.0,5,4.0,15.3,16.9,0.85,0.52,6.1,5.0,strong,project_heavy,afternoon,Denial_mode
8,141,8,6.9,3,14.5,13.4,16.9,0.86,0.59,6.4,2.0,basic,theory_heavy,Evening,No_issue
5,210,5,8.8,6,1.0,16.4,18.3,0.51,0.59,6.7,3.0,strong,memorization_heavy,afternoon,panic_mode
9,253,4,4.6,7,6.7,6.2,,0.47,0.71,7.5,4.0,none,theory_heavy,afternoon,panic_mode
4,183,0,7.6,6,24.3,4.6,6.9,0.06,0.09,4.1,3.0,none,memorization_heavy,Evening,panic_mode
10,181,2,4.3,1,15.3,14.5,11.2,0.27,0.56,5.1,3.0,none,theory_heavy,afternoon,No_issue
0,222,9,7.2,0,3.7,3.6,9.5,0.95,0.28,8.0,3.0,none,theory_heavy,morning,Denial_mode
8,230,6,8.0,5,16.2,12.4,12.9,0.7,0.86,8.6,2.0,basic,project_heavy,morning,Denial_mode
9,249,7,6.5,1,25.2,9.6,8.7,0.76,0.36,4.7,2.0,none,project_heavy,morning,No_issue
4,267,4,4.1,7,21.7,0.0,6.2,0.4,0.09,4.1,4.0,none,theory_heavy,afternoon,panic_mode
6,198,4,4.8,6,33.9,13.7,14.9,0.42,0.2,3.9,3.0,strong,theory_heavy,morning,panic_mode
6,237,6,4.0,0,33.6,16.1,14.4,0.7,0.71,3.5,2.0,basic,memorization_heavy,morning,No_issue
8,179,0,4.3,7,5.5,13.8,16.9,0.0,0.39,3.4,,basic,project_heavy,morning,panic_mode
1,178,2,7.9,7,3.4,18.1,12.6,0.27,0.98,6.0,4.0,strong,theory_heavy,morning,Denial_mode
9,65,0,4.3,1,26.7,12.4,14.6,0.07,0.07,6.6,2.0,basic,memorization_heavy,afternoon,Denial_mode
3,81,1,7.8,4,11.5,7.0,8.4,0.17,0.34,3.4,2.0,none,memorization_heavy,morning,Denial_mode
9,242,8,6.8,3,32.3,4.2,8.2,0.82,0.19,7.5,3.0,none,project_heavy,morning,panic_mode
0,202,3,6.6,5,2.5,8.9,13.2,0.36,0.6,5.1,5.0,basic,project_heavy,morning,Denial_mode
5,275,3,7.2,7,4.3,7.9,14.2,0.37,0.35,5.2,4.0,basic,project_heavy,Evening,panic_mode
3,61,5,5.6,1,28.1,11.2,17.3,0.56,0.83,8.8,3.0,strong,project_heavy,afternoon,No_issue
8,68,8,4.8,5,19.3,16.2,16.4,0.86,0.76,3.2,3.0,basic,memorization_heavy,afternoon,panic_mode
7,84,2,4.8,7,2.5,7.5,13.6,0.24,0.4,4.2,3.0,basic,project_heavy,Evening,panic_mode
0,250,1,4.0,0,5.6,10.3,13.1,0.16,0.03,4.9,4.0,basic,project_heavy,morning,panic_mode
6,57,4,5.9,3,14.5,18.3,20.0,0.4,0.45,5.4,2.0,strong,theory_heavy,morning,No_issue
7,158,6,5.6,3,22.6,17.9,18.9,0.65,0.03,3.5,2.0,strong,memorization_heavy,afternoon,No_issue
3,83,0,8.4,1,29.5,9.3,11.6,0.06,0.74,7.0,1.0,none,memorization_heavy,morning,Denial_mode
4,295,8,6.5,3,23.1,14.9,18.9,0.83,0.1,6.2,3.0,basic,theory_heavy,afternoon,No_issue
2,231,9,8.0,7,29.4,14.9,16.4,1.0,0.73,7.2,,,project_heavy,Evening,panic_mode
1,269,3,5.0,5,8.2,11.9,14.5,0.35,0.37,7.4,5.0,basic,project_heavy,Evening,No_issue
6,131,5,7.0,6,20.5,3.1,8.0,0.51,0.53,3.1,4.0,basic,memorization_heavy,morning,panic_mode
9,254,3,7.3,2,9.6,13.0,16.2,0.3,0.12,4.4,2.0,strong,theory_heavy,morning,No_issue
10,100,4,6.5,3,7.7,6.2,11.6,0.43,0.35,3.9,3.0,none,project_heavy,morning,panic_mode
3,240,8,8.2,4,8.3,15.9,16.0,0.9,0.85,7.8,2.0,strong,theory_heavy,afternoon,No_issue
7,167,9,7.4,5,27.2,2.3,7.4,0.97,0.08,3.4,3.0,basic,theory_heavy,Evening,panic_mode
4,150,2,4.6,6,18.8,16.9,20.0,0.26,0.36,3.2,,strong,theory_heavy,morning,panic_mode
1,243,4,5.9,7,1.7,5.2,10.9,0.45,0.2,7.3,5.0,none,project_heavy,morning,Denial_mode
9,208,0,7.5,7,13.6,15.4,14.5,0.08,0.49,8.0,2.0,strong,memorization_heavy,afternoon,Denial_mode
5,63,6,6.5,3,38.1,12.4,11.2,0.6,0.53,4.7,,,memorization_heavy,afternoon,No_issue
4,208,9,4.6,4,37.3,8.1,14.3,0.95,0.21,7.4,2.0,none,memorization_heavy,afternoon,No_issue
6,84,9,8.1,3,31.2,11.8,14.3,0.9,0.74,3.5,1.0,basic,project_heavy,afternoon,No_issue
1,59,7,8.7,5,7.1,14.1,15.6,0.79,0.87,3.7,4.0,basic,theory_heavy,morning,panic_mode
10,172,1,8.5,1,6.5,12.7,14.7,0.17,0.18,5.3,2.0,basic,project_heavy,afternoon,Denial_mode
2,189,5,4.6,1,5.7,9.5,10.9,0.59,0.83,8.5,5.0,,project_heavy,afternoon,No_issue
5,220,4,5.3,7,32.0,13.0,13.4,0.45,0.31,8.1,3.0,none,theory_heavy,Evening,panic_mode
6,215,6,6.8,7,23.3,6.9,9.8,0.62,0.12,5.2,3.0,none,project_heavy,afternoon,panic_mode
3,73,3,6.6,0,10.5,5.0,8.9,0.38,0.12,7.9,3.0,,theory_heavy,morning,panic_mode
3,56,8,8.3,1,7.5,12.4,13.2,0.87,0.7,7.5,3.0,none,memorization_heavy,afternoon,No_issue
2,73,5,7.1,2,23.9,13.0,12.0,0.55,1.0,6.9,2.0,basic,project_heavy,morning,No_issue
4,177,8,6.2,4,28.7,11.8,12.6,0.87,0.85,4.2,2.0,none,memorization_heavy,afternoon,No_issue
4,135,6,8.9,7,32.1,12.4,13.1,0.69,0.56,6.3,2.0,basic,theory_heavy,morning,No_issue
6,65,4,5.9,4,3.9,19.4,16.2,0.49,0.82,4.0,4.0,basic,memorization_heavy,afternoon,panic_mode
7,253,1,4.2,6,30.1,11.1,11.7,0.19,0.71,3.8,,basic,memorization_heavy,Evening,panic_mode
4,105,6,8.8,3,12.9,11.6,11.0,0.65,0.83,7.6,1.0,none,theory_heavy,Evening,No_issue
4,188,5,4.7,1,27.5,7.0,9.5,0.53,0.75,5.6,3.0,none,memorization_heavy,morning,panic_mode
7,80,3,6.3,6,32.5,12.0,10.5,0.38,0.8,8.1,3.0,basic,theory_heavy,Evening,panic_mode
6,102,7,6.9,1,0.8,5.7,6.7,0.79,0.73,8.7,3.0,,project_heavy,morning,panic_mode
3,92,0,7.7,2,7.1,4.3,8.5,0.0,0.43,4.5,3.0,basic,memorization_heavy,morning,panic_mode
4,118,0,5.3,3,34.4,12.6,13.1,0.05,0.02,8.0,2.0,basic,memorization_heavy,morning,Denial_mode
6,54,6,7.1,5,19.0,10.7,10.4,0.69,0.97,7.1,1.0,basic,memorization_heavy,Evening,No_issue
6,194,6,5.2,3,19.2,6.3,12.4,0.67,0.26,6.6,,,memorization_heavy,Evening,No_issue
6,255,0,8.9,1,29.1,11.5,13.7,0.09,0.7,4.6,2.0,basic,project_heavy,Evening,Denial_mode
0,65,8,4.1,6,7.2,14.9,13.3,0.82,0.71,4.0,5.0,none,theory_heavy,Evening,panic_mode
0,210,2,4.4,1,9.1,14.5,14.9,0.22,0.04,7.4,4.0,basic,theory_heavy,afternoon,No_issue
9,188,2,7.6,4,3.0,4.8,8.6,0.21,0.37,4.1,3.0,none,project_heavy,afternoon,panic_mode
8,196,1,6.2,1,15.5,13.4,13.1,0.18,0.72,6.7,2.0,,theory_heavy,Evening,Denial_mode
10,294,5,4.6,1,12.7,9.6,12.0,0.53,0.01,4.1,2.0,none,theory_heavy,afternoon,No_issue
6,151,6,6.2,2,22.8,10.5,12.9,0.61,0.6,8.9,2.0,strong,project_heavy,Evening,Denial_mode
4,287,2,5.5,1,2.5,12.3,14.2,0.2,0.72,3.4,4.0,none,memorization_heavy,morning,panic_mode
5,110,7,5.1,3,17.5,20.0,18.5,0.77,0.18,5.2,3.0,strong,memorization_heavy,Evening,No_issue
8,150,1,5.1,1,2.0,8.1,12.0,0.15,0.39,6.2,4.0,none,theory_heavy,morning,No_issue
10,167,5,4.8,6,2.6,6.1,14.7,0.57,0.34,4.7,4.0,basic,theory_heavy,afternoon,panic_mode
7,93,2,8.3,0,2.7,15.8,15.4,0.22,0.62,3.6,3.0,strong,project_heavy,morning,panic_mode
8,250,3,6.2,1,12.7,13.7,13.6,0.35,0.63,6.6,3.0,strong,memorization_heavy,Evening,No_issue
10,260,0,7.6,5,13.5,17.3,,0.0,0.79,6.7,2.0,none,memorization_heavy,morning,Denial_mode
10,116,5,5.2,1,9.2,4.5,7.5,0.53,0.34,3.8,4.0,none,theory_heavy,morning,panic_mode
5,247,8,8.8,5,12.7,14.1,12.0,0.87,0.66,9.0,1.0,basic,project_heavy,morning,Denial_mode
0,138,8,8.6,3,11.8,15.1,16.4,0.9,0.86,6.2,3.0,basic,memorization_heavy,afternoon,No_issue
6,137,2,8.2,0,33.4,8.9,12.0,0.23,0.25,6.9,2.0,basic,theory_heavy,morning,Denial_mode
10,264,8,5.5,0,16.4,13.4,12.6,0.82,0.66,8.8,3.0,none,theory_heavy,morning,No_issue
0,217,7,5.0,7,10.8,11.9,12.2,0.77,0.38,5.5,4.0,basic,theory_heavy,afternoon,panic_mode
6,231,9,7.4,0,3.6,12.1,16.2,0.99,0.42,7.8,2.0,basic,memorization_heavy,afternoon,No_issue
0,261,4,4.1,3,9.2,6.7,9.1,0.44,0.97,6.0,5.0,none,project_heavy,morning,panic_mode
10,87,1,7.3,4,10.5,10.9,9.1,0.15,0.33,8.7,2.0,none,theory_heavy,afternoon,Denial_mode
6,54,3,5.0,3,11.6,8.6,11.9,0.32,0.25,5.8,2.0,basic,project_heavy,afternoon,No_issue
1,203,7,8.0,3,6.7,8.3,13.1,0.79,0.07,3.4,3.0,none,project_heavy,afternoon,panic_mode
4,282,9,4.9,4,9.2,11.5,9.7,0.93,0.99,5.0,4.0,none,memorization_heavy,Evening,panic_mode
4,79,1,5.8,4,0.3,11.4,14.6,0.14,0.23,7.4,3.0,basic,memorization_heavy,morning,No_issue
2,244,2,4.5,6,1.6,11.0,15.8,0.24,0.69,7.5,5.0,strong,memorization_heavy,afternoon,Denial_mode
9,295,4,7.9,2,11.0,5.9,11.1,0.45,0.45,6.3,1.0,none,project_heavy,afternoon,No_issue
1,254,2,5.0,6,2.5,15.4,15.4,0.23,0.45,6.5,4.0,basic,project_heavy,afternoon,Denial_mode
7,227,3,6.3,5,18.5,14.6,16.9,0.34,0.62,5.5,3.0,strong,memorization_heavy,afternoon,No_issue
0,159,2,5.7,7,10.5,7.1,9.9,0.26,0.78,8.1,4.0,none,project_heavy,morning,panic_mode
1,248,3,6.3,2,8.5,10.1,16.1,0.37,0.38,4.8,5.0,strong,memorization_heavy,afternoon,panic_mode
9,174,4,4.3,6,10.2,13.6,12.5,0.5,0.96,8.4,4.0,none,memorization_heavy,morning,panic_mode
9,230,2,6.6,6,20.0,6.7,9.8,0.25,0.5,8.7,4.0,none,project_heavy,morning,panic_mode
3,171,4,8.0,2,11.8,6.0,9.4,0.47,0.95,5.8,,none,project_heavy,morning,No_issue
8,120,0,6.9,1,17.9,3.4,9.4,0.05,0.3,3.8,3.0,none,project_heavy,Evening,panic_mode
1,263,9,4.5,3,3.2,8.4,,0.99,0.3,5.7,4.0,basic,theory_heavy,Evening,Denial_mode
4,85,1,4.7,7,12.1,15.8,14.7,0.12,0.59,3.5,3.0,basic,memorization_heavy,afternoon,panic_mode
5,190,9,5.9,2,25.7,14.8,16.7,0.97,0.6,4.7,,basic,theory_heavy,Evening,panic_mode
4,200,3,4.2,7,25.3,9.3,10.9,0.39,0.21,7.9,3.0,none,theory_heavy,afternoon,panic_mode
0,76,0,6.7,6,7.5,6.9,9.7,0.06,0.48,4.6,5.0,none,project_heavy,afternoon,panic_mode
0,236,6,6.1,1,4.4,9.1,11.8,0.7,0.32,6.9,5.0,none,memorization_heavy,morning,Denial_mode
4,109,7,5.7,0,34.2,15.0,9.2,0.72,0.79,7.5,3.0,none,memorization_heavy,Evening,panic_mode
2,240,2,6.1,0,31.6,18.2,18.7,0.27,0.33,3.8,4.0,strong,theory_heavy,afternoon,panic_mode
0,87,8,5.9,1,7.2,9.6,10.4,0.83,0.27,3.8,5.0,basic,theory_heavy,morning,panic_mode
4,260,6,7.7,3,2.1,9.7,13.2,0.66,0.22,6.7,2.0,strong,project_heavy,morning,No_issue
10,77,3,7.6,4,2.1,11.7,14.7,0.36,0.31,3.2,3.0,basic,project_heavy,Evening,panic_mode
8,230,6,6.9,4,3.0,16.4,14.2,0.68,0.89,7.3,3.0,strong,theory_heavy,morning,No_issue
5,242,9,7.1,7,34.4,5.4,6.1,0.95,0.25,5.1,2.0,none,memorization_heavy,morning,No_issue
9,70,3,5.7,3,12.4,15.7,14.5,0.33,0.89,8.5,3.0,basic,memorization_heavy,Evening,No_issue
3,240,1,7.3,3,8.7,13.3,14.1,0.12,0.94,3.5,3.0,basic,project_heavy,Evening,panic_mode
4,166,6,5.2,4,32.7,10.4,13.0,0.63,0.0,6.5,2.0,basic,project_heavy,morning,No_issue
6,65,3,7.3,6,19.6,4.5,9.3,0.37,0.22,3.6,4.0,none,theory_heavy,Evening,panic_mode
3,245,5,5.1,1,6.2,9.3,8.2,0.55,0.88,7.8,5.0,none,theory_heavy,morning,panic_mode
5,149,3,4.1,3,32.1,16.4,15.0,0.32,0.55,7.1,3.0,basic,project_heavy,afternoon,No_issue
2,214,3,6.5,6,5.0,9.7,11.8,0.33,0.17,8.0,4.0,basic,project_heavy,Evening,Denial_mode
9,78,8,8.4,2,7.4,14.3,15.3,0.8,0.54,5.9,3.0,basic,project_heavy,Evening,No_issue
10,217,4,6.6,0,9.7,16.9,12.5,0.41,0.72,7.4,3.0,,theory_heavy,Evening,No_issue
3,142,2,7.6,4,34.0,16.2,14.5,0.25,0.87,5.1,1.0,none,project_heavy,morning,Denial_mode
7,200,3,5.7,1,10.1,9.8,13.3,0.4,0.5,8.1,,basic,theory_heavy,Evening,No_issue
8,254,9,5.7,5,28.9,10.3,11.7,0.93,0.81,3.6,3.0,none,project_heavy,morning,panic_mode
5,176,1,6.6,5,16.3,9.1,12.5,0.18,0.27,7.8,3.0,basic,project_heavy,afternoon,No_issue
10,50,2,8.1,4,4.2,15.4,13.1,0.26,0.67,8.5,2.0,basic,theory_heavy,Evening,Denial_mode
7,291,6,4.4,7,36.5,6.8,10.0,0.62,0.28,4.1,4.0,none,theory_heavy,afternoon,panic_mode
2,175,1,6.9,2,16.0,4.2,9.5,0.17,0.24,4.6,4.0,none,theory_heavy,morning,panic_mode
7,160,8,5.7,1,19.6,2.3,9.4,0.84,0.12,4.9,2.0,none,theory_heavy,afternoon,No_issue
5,137,9,5.4,7,36.0,4.3,7.8,0.92,0.12,6.2,3.0,none,project_heavy,Evening,panic_mode
7,185,2,4.8,5,6.9,2.5,9.9,0.23,0.09,8.1,4.0,none,project_heavy,morning,panic_mode
8,243,6,5.5,6,21.3,7.4,12.1,0.63,0.14,5.1,3.0,none,memorization_heavy,Evening,panic_mode
9,112,1,4.8,1,37.8,4.0,7.2,0.19,0.09,6.5,,none,project_heavy,morning,Denial_mode
9,159,0,7.5,3,36.0,9.6,15.0,0.05,0.63,5.0,2.0,strong,theory_heavy,morning,Denial_mode
0,247,6,5.3,3,11.2,5.9,11.6,0.61,0.39,7.4,4.0,strong,project_heavy,afternoon,No_issue
5,226,2,4.8,5,22.8,18.3,15.1,0.26,0.67,8.4,,strong,theory_heavy,Evening,No_issue
9,83,2,6.3,4,4.0,12.9,9.3,0.3,0.53,4.8,4.0,basic,memorization_heavy,afternoon,panic_mode
10,285,3,5.8,5,34.2,1.7,7.1,0.35,0.45,3.3,3.0,none,theory_heavy,Evening,panic_mode
3,251,4,6.2,2,31.0,3.3,3.5,0.45,0.76,5.0,3.0,,memorization_heavy,Evening,panic_mode
8,287,5,7.7,2,25.9,8.7,11.7,0.55,1.0,3.5,1.0,basic,project_heavy,Evening,No_issue
2,225,0,7.3,5,16.1,12.8,14.2,0.03,0.86,8.9,5.0,basic,memorization_heavy,morning,No_issue
3,157,4,4.7,6,32.9,8.9,10.3,0.49,0.39,7.5,4.0,strong,theory_heavy,afternoon,panic_mode
8,122,7,5.0,0,30.5,1.9,6.4,0.78,0.9,8.5,,none,theory_heavy,morning,panic_mode
6,214,0,5.7,0,22.1,12.4,8.8,0.01,0.86,4.0,3.0,basic,memorization_heavy,afternoon,panic_mode
1,162,2,7.0,5,5.7,15.0,15.7,0.27,0.01,5.3,4.0,basic,theory_heavy,morning,No_issue
8,82,6,5.8,1,20.0,8.0,12.8,0.66,0.39,8.9,4.0,none,memorization_heavy,afternoon,No_issue
5,127,7,6.0,4,28.8,11.2,9.6,0.71,0.07,8.1,4.0,,theory_heavy,Evening,panic_mode
1,101,9,5.6,0,10.4,17.6,16.9,0.95,0.83,5.5,3.0,strong,memorization_heavy,morning,No_issue
4,248,7,8.6,6,29.8,16.1,11.1,0.76,0.79,6.8,3.0,none,project_heavy,Evening,panic_mode
4,156,8,4.7,1,25.6,12.2,13.9,0.87,0.07,7.2,2.0,basic,project_heavy,afternoon,No_issue
10,200,9,5.3,3,155.0,7.8,8.9,0.97,0.91,4.6,,none,theory_heavy,afternoon,panic_mode
3,137,4,5.7,1,18.2,12.7,14.3,0.43,0.29,5.8,,basic,theory_heavy,Evening,No_issue
6,237,4,6.7,5,4.9,14.2,16.6,0.42,0.45,3.1,,strong,memorization_heavy,morning,panic_mode
8,232,2,7.1,5,26.2,7.2,10.2,0.29,0.18,7.2,3.0,none,project_heavy,afternoon,No_issue
5,229,1,6.7,0,23.1,6.3,9.1,0.14,0.06,7.7,4.0,none,memorization_heavy,Evening,panic_mode
8,280,1,4.7,1,34.3,3.5,8.6,0.19,0.48,8.1,4.0,none,project_heavy,afternoon,panic_mode
3,211,5,4.7,2,31.6,8.3,13.1,0.51,0.45,6.1,3.0,none,project_heavy,afternoon,No_issue
10,222,0,4.7,4,30.0,12.1,13.5,0.04,0.81,3.8,3.0,strong,memorization_heavy,Evening,panic_mode
0,251,2,8.4,1,6.4,10.9,14.2,0.29,0.52,6.8,3.0,none,theory_heavy,afternoon,No_issue
2,193,2,7.3,6,38.1,9.3,14.8,0.24,0.15,5.0,3.0,,theory_heavy,Evening,panic_mode
3,102,3,5.1,4,35.5,12.6,11.7,0.36,0.13,8.4,3.0,none,memorization_heavy,afternoon,No_issue
8,185,3,5.8,1,10.4,8.6,12.4,0.33,0.65,3.9,2.0,basic,memorization_heavy,morning,No_issue
0,132,9,4.7,5,1.3,8.4,,0.96,0.33,3.9,5.0,,theory_heavy,Evening,Denial_mode
7,271,9,6.7,3,37.1,9.9,15.5,0.97,0.01,8.4,3.0,basic,memorization_heavy,afternoon,No_issue
4,281,5,4.8,2,16.4,13.4,13.0,0.51,0.68,3.4,3.0,basic,project_heavy,Evening,panic_mode
1,119,0,6.4,4,6.3,11.5,7.9,0.03,0.85,6.5,5.0,none,memorization_heavy,afternoon,panic_mode
8,67,8,7.2,3,2.4,19.3,18.3,0.82,0.06,8.7,3.0,strong,memorization_heavy,afternoon,No_issue
10,204,2,5.7,5,35.4,7.9,7.6,0.29,0.1,6.9,3.0,none,memorization_heavy,Evening,panic_mode
10,82,4,8.0,1,10.4,16.6,16.1,0.49,0.47,6.7,2.0,,memorization_heavy,afternoon,No_issue
10,297,4,8.7,7,6.8,9.1,13.3,0.48,0.21,8.8,3.0,basic,project_heavy,afternoon,panic_mode
1,284,2,5.4,4,1.4,8.8,15.0,0.22,0.29,4.6,5.0,none,theory_heavy,morning,Denial_mode
6,78,4,4.8,4,18.0,11.3,8.3,0.47,0.25,5.0,2.0,basic,theory_heavy,afternoon,No_issue
0,229,9,4.5,0,5.9,10.9,12.0,0.99,0.43,3.8,4.0,none,theory_heavy,Evening,panic_mode
10,115,8,6.1,1,23.0,17.1,14.1,0.81,0.14,6.6,2.0,basic,project_heavy,afternoon,No_issue
8,202,1,4.2,0,30.4,10.0,14.6,0.19,0.44,3.8,3.0,basic,project_heavy,morning,panic_mode
10,218,0,5.3,1,34.3,4.8,6.9,0.02,0.02,8.8,3.0,,theory_heavy,Evening,panic_mode
0,280,2,7.9,4,8.4,15.1,13.5,0.29,0.73,6.2,3.0,none,project_heavy,morning,No_issue
8,143,3,4.6,4,3.8,8.1,12.3,0.38,0.54,7.4,3.0,none,theory_heavy,afternoon,No_issue
8,98,5,7.7,6,7.1,2.8,4.5,0.6,0.46,4.6,4.0,none,project_heavy,morning,panic_mode
0,240,3,4.2,5,5.5,5.8,,0.33,0.57,7.7,5.0,basic,memorization_heavy,morning,No_issue
9,264,9,8.6,1,27.0,4.8,7.7,0.9,0.12,8.5,2.0,none,project_heavy,morning,Denial_mode
5,67,6,5.9,2,39.5,11.2,13.9,0.66,0.25,7.5,4.0,none,theory_heavy,morning,No_issue
2,288,9,6.1,5,8.3,6.2,10.6,0.93,0.42,3.1,5.0,basic,project_heavy,morning,panic_mode
9,260,8,7.5,7,6.0,6.4,11.6,0.84,0.16,6.3,,basic,memorization_heavy,afternoon,panic_mode
8,257,5,4.9,3,21.3,12.9,13.3,0.57,0.35,3.2,3.0,basic,project_heavy,Evening,panic_mode
8,277,6,8.9,1,8.4,3.5,,0.63,0.32,7.4,3.0,basic,memorization_heavy,Evening,No_issue
3,210,8,4.5,1,23.8,8.9,11.0,0.88,0.84,3.0,3.0,basic,memorization_heavy,morning,panic_mode
6,195,3,7.0,6,24.0,13.0,13.2,0.31,1.0,5.3,2.0,basic,project_heavy,morning,No_issue
5,296,6,8.4,1,33.6,13.0,14.8,0.62,0.46,4.1,2.0,basic,project_heavy,afternoon,No_issue
7,295,8,4.3,6,30.8,6.6,6.7,0.86,0.75,5.2,,none,memorization_heavy,Evening,panic_mode
0,278,3,6.0,7,0.5,13.1,10.2,0.39,0.9,7.2,5.0,none,memorization_heavy,Evening,Denial_mode
8,61,9,8.7,2,20.3,3.2,-5.0,0.96,0.01,4.7,2.0,none,theory_heavy,Evening,No_issue
1,107,6,4.7,3,1.2,6.0,11.7,0.66,0.68,4.5,4.0,basic,memorization_heavy,morning,Denial_mode
7,120,4,7.4,3,13.6,7.6,13.3,0.46,0.16,5.3,2.0,basic,memorization_heavy,Evening,No_issue
10,290,9,8.9,0,31.7,8.7,10.4,0.91,0.58,6.0,1.0,none,memorization_heavy,Evening,No_issue
2,179,0,6.6,6,37.9,11.5,15.0,0.01,0.4,5.2,3.0,none,memorization_heavy,Evening,panic_mode
4,99,4,6.9,3,5.1,11.6,13.3,0.47,0.62,5.2,3.0,basic,memorization_heavy,morning,No_issue
6,95,2,5.5,7,11.9,7.4,16.2,0.29,0.12,3.3,,strong,theory_heavy,afternoon,panic_mode
1,234,5,6.4,3,4.5,10.5,9.4,0.52,0.74,5.8,4.0,none,project_heavy,afternoon,Denial_mode
5,70,8,6.5,6,31.2,11.6,16.1,0.86,0.39,3.5,3.0,strong,theory_heavy,afternoon,panic_mode
9,168,6,8.2,7,25.9,13.8,12.7,0.62,0.81,8.9,2.0,none,memorization_heavy,Evening,Denial_mode
10,188,7,7.6,2,16.4,9.1,9.2,0.77,0.02,3.2,1.0,none,project_heavy,Evening,No_issue
7,275,2,7.9,1,20.9,12.5,13.2,0.28,0.53,8.2,1.0,basic,project_heavy,morning,Denial_mode
1,194,6,8.6,5,7.2,14.9,16.1,0.61,0.13,4.8,4.0,,project_heavy,Evening,panic_mode
9,279,6,7.7,3,15.4,15.0,11.7,0.68,0.73,4.4,3.0,none,project_heavy,afternoon,panic_mode
